GEOID,Census_Tract,NAME,LOWEST_QUINTILE,SECOND_QUINTILE,THIRD_QUINTILE,FOURTH_QUINTILE,HIGHEST_QUINTILE,TOP5_QUINTILE
1400000US53063011702,53063011702,"Census Tract 117.02, Spokane County, Washington",10987,24056,37090,62397,106508,139237
1400000US53063011800,53063011800,"Census Tract 118, Spokane County, Washington",8442,23936,36425,53891,88816,114060
1400000US53063011900,53063011900,"Census Tract 119, Spokane County, Washington",16128,30228,42814,74951,133968,190310
1400000US53063012000,53063012000,"Census Tract 120, Spokane County, Washington",12303,32942,52055,72181,137811,245504
1400000US53063012100,53063012100,"Census Tract 121, Spokane County, Washington",17237,31797,51308,70219,120992,162021
1400000US53063012200,53063012200,"Census Tract 122, Spokane County, Washington",13942,30854,47796,76706,122608,156727
1400000US53063012300,53063012300,"Census Tract 123, Spokane County, Washington",14091,32036,48292,74498,142225,213572
1400000US53063012401,53063012401,"Census Tract 124.01, Spokane County, Washington",16764,47895,78067,114187,190781,265018
1400000US53063012402,53063012402,"Census Tract 124.02, Spokane County, Washington",27859,67598,99217,134129,237369,317511
1400000US53063012500,53063012500,"Census Tract 125, Spokane County, Washington",13840,30200,46211,67622,130360,226175
1400000US53063012600,53063012600,"Census Tract 126, Spokane County, Washington",15516,36034,57250,79483,122933,153700
1400000US53063012701,53063012701,"Census Tract 127.01, Spokane County, Washington",14348,28725,45156,70524,192844,407204
1400000US53063012702,53063012702,"Census Tract 127.02, Spokane County, Washington",25426,52803,69630,88662,147788,198184
1400000US53063012801,53063012801,"Census Tract 128.01, Spokane County, Washington",14710,38416,56830,81839,129462,171245
1400000US53063012802,53063012802,"Census Tract 128.02, Spokane County, Washington",26463,45590,63947,91216,161779,249212
1400000US53063012901,53063012901,"Census Tract 129.01, Spokane County, Washington",15856,31477,56808,78381,113968,139270
1400000US53063012902,53063012902,"Census Tract 129.02, Spokane County, Washington",22095,41607,64937,93885,168883,260034
1400000US53063013000,53063013000,"Census Tract 130, Spokane County, Washington",15620,35888,54900,98517,235498,432946
1400000US53063013100,53063013100,"Census Tract 131, Spokane County, Washington",20369,43595,67838,102040,191420,286172
1400000US53063013201,53063013201,"Census Tract 132.01, Spokane County, Washington",23208,45962,68725,94001,181296,321398
1400000US53063013202,53063013202,"Census Tract 132.02, Spokane County, Washington",22161,57935,89779,143403,289545,526381
1400000US53063013300,53063013300,"Census Tract 133, Spokane County, Washington",28798,62264,93017,141170,341205,575954
1400000US53063013401,53063013401,"Census Tract 134.01, Spokane County, Washington",33928,77062,114615,157275,307489,542825
1400000US53063013500,53063013500,"Census Tract 135, Spokane County, Washington",32301,63521,101257,143008,332544,565895
1400000US53063013600,53063013600,"Census Tract 136, Spokane County, Washington",21668,42656,68071,95166,183744,321683
1400000US53063013700,53063013700,"Census Tract 137, Spokane County, Washington",17972,44469,61563,85826,202040,405949
1400000US53063013800,53063013800,"Census Tract 138, Spokane County, Washington",19707,44817,65283,81232,124609,174996
1400000US53063013900,53063013900,"Census Tract 139, Spokane County, Washington",16447,37087,59899,91639,155295,227334
1400000US53063014001,53063014001,"Census Tract 140.01, Spokane County, Washington",4104,15427,33524,52563,137271,289714
1400000US53063014002,53063014002,"Census Tract 140.02, Spokane County, Washington",9127,29422,49656,81130,128277,165777
1400000US53063014100,53063014100,"Census Tract 141, Spokane County, Washington",20557,45221,71506,101196,189419,284380
1400000US53063014200,53063014200,"Census Tract 142, Spokane County, Washington",16369,36741,66888,96363,174487,276903
1400000US53063014300,53063014300,"Census Tract 143, Spokane County, Washington",12357,33548,52559,84439,171607,269706
1400000US53063014400,53063014400,"Census Tract 144, Spokane County, Washington",16177,36997,52482,76808,131315,211142
1400000US53063014500,53063014500,"Census Tract 145, Spokane County, Washington",4153,15687,26690,50548,129040,274186
1400000US53065941000,53065941000,"Census Tract 9410, Stevens County, Washington",7273,19204,31703,54203,101712,145925
1400000US53065950100,53065950100,"Census Tract 9501, Stevens County, Washington",11320,29334,47124,72572,148543,272641
1400000US53065950200,53065950200,"Census Tract 9502, Stevens County, Washington",11252,36375,56097,87389,162309,233919
1400000US53065950300,53065950300,"Census Tract 9503, Stevens County, Washington",13018,27392,39992,63896,114881,160445
1400000US53065950500,53065950500,"Census Tract 9505, Stevens County, Washington",10808,31704,50441,76005,164159,295888
1400000US53065950600,53065950600,"Census Tract 9506, Stevens County, Washington",12320,31873,61117,85993,170710,299775
1400000US53065950700,53065950700,"Census Tract 9507, Stevens County, Washington",10518,21133,34866,52760,106962,162455
1400000US53065950800,53065950800,"Census Tract 9508, Stevens County, Washington",15459,32604,54200,80618,157389,209340
1400000US53065950900,53065950900,"Census Tract 9509, Stevens County, Washington",10358,28281,45772,66687,168617,340973
1400000US53065951100,53065951100,"Census Tract 9511, Stevens County, Washington",9910,24141,42882,65813,151347,277664
1400000US53065951300,53065951300,"Census Tract 9513, Stevens County, Washington",12113,37590,59474,89886,200742,360965
1400000US53065951400,53065951400,"Census Tract 9514, Stevens County, Washington",18991,49064,73501,108485,170444,221658
1400000US53067010100,53067010100,"Census Tract 101, Thurston County, Washington",7554,21839,34691,70400,197939,330487
1400000US53067010200,53067010200,"Census Tract 102, Thurston County, Washington",17513,43596,72660,108243,186897,257827
1400000US53067010300,53067010300,"Census Tract 103, Thurston County, Washington",10963,32449,51053,72932,143703,192309
1400000US53067010400,53067010400,"Census Tract 104, Thurston County, Washington",21489,54001,91394,133357,217462,310088
1400000US53067010510,53067010510,"Census Tract 105.10, Thurston County, Washington",11606,26924,38113,58839,101370,147890
1400000US53067010520,53067010520,"Census Tract 105.20, Thurston County, Washington",7027,25256,45240,68307,149561,232603
1400000US53067010600,53067010600,"Census Tract 106, Thurston County, Washington",11814,38401,62331,89989,163379,278224
1400000US53067010700,53067010700,"Census Tract 107, Thurston County, Washington",32840,69457,94851,130711,278399,489804
1400000US53067010800,53067010800,"Census Tract 108, Thurston County, Washington",13601,32402,60266,99105,176776,264630
1400000US53067010910,53067010910,"Census Tract 109.10, Thurston County, Washington",18660,46341,68431,95452,164083,226566
1400000US53067010920,53067010920,"Census Tract 109.20, Thurston County, Washington",13845,33807,57015,93799,190752,313919
1400000US53067011000,53067011000,"Census Tract 110, Thurston County, Washington",17600,51004,81084,125327,215834,313666
1400000US53067011100,53067011100,"Census Tract 111, Thurston County, Washington",23905,64820,89371,123650,234606,347334
1400000US53067011200,53067011200,"Census Tract 112, Thurston County, Washington",12322,30655,44928,63360,127537,239940
1400000US53067011300,53067011300,"Census Tract 113, Thurston County, Washington",15881,32465,45061,84100,146420,201431
1400000US53067011410,53067011410,"Census Tract 114.10, Thurston County, Washington",18681,41037,60155,83832,139616,191893
1400000US53067011420,53067011420,"Census Tract 114.20, Thurston County, Washington",16193,48439,79715,111857,177488,263806
1400000US53067011500,53067011500,"Census Tract 115, Thurston County, Washington",14734,45296,75048,95920,158444,249705
1400000US53067011610,53067011610,"Census Tract 116.10, Thurston County, Washington",27583,56537,77078,99800,167315,227754
1400000US53067011621,53067011621,"Census Tract 116.21, Thurston County, Washington",16855,41538,66049,92485,177714,308606
1400000US53067011622,53067011622,"Census Tract 116.22, Thurston County, Washington",20374,56193,77797,109941,193004,275242
1400000US53067011623,53067011623,"Census Tract 116.23, Thurston County, Washington",29524,54444,69247,94668,145433,200039
1400000US53067011624,53067011624,"Census Tract 116.24, Thurston County, Washington",21384,56252,84965,111816,205584,370392
1400000US53067011710,53067011710,"Census Tract 117.10, Thurston County, Washington",35470,66065,87290,117163,222107,347035
1400000US53067011720,53067011720,"Census Tract 117.20, Thurston County, Washington",19113,55816,88193,137865,218554,295041
1400000US53067011810,53067011810,"Census Tract 118.10, Thurston County, Washington",23537,62299,101155,145130,260926,467234
1400000US53067011821,53067011821,"Census Tract 118.21, Thurston County, Washington",16632,47975,69328,104233,196004,286412
1400000US53067011822,53067011822,"Census Tract 118.22, Thurston County, Washington",27583,59401,91530,128090,244373,391294
1400000US53067011900,53067011900,"Census Tract 119, Thurston County, Washington",27320,66923,102700,138982,242079,346957
1400000US53067012000,53067012000,"Census Tract 120, Thurston County, Washington",16074,50165,94473,142432,353741,548813
1400000US53067012100,53067012100,"Census Tract 121, Thurston County, Washington",28023,64105,94803,133809,262245,454105
1400000US53067012211,53067012211,"Census Tract 122.11, Thurston County, Washington",22307,66853,99085,130092,188429,252700
1400000US53067012212,53067012212,"Census Tract 122.12, Thurston County, Washington",13810,35088,56900,95604,186814,283470
1400000US53067012221,53067012221,"Census Tract 122.21, Thurston County, Washington",21241,60413,94420,144908,294712,509497
1400000US53067012222,53067012222,"Census Tract 122.22, Thurston County, Washington",28969,61375,88644,124550,227994,368444
1400000US53067012310,53067012310,"Census Tract 123.10, Thurston County, Washington",23860,51187,79401,115630,193179,302444
1400000US53067012320,53067012320,"Census Tract 123.20, Thurston County, Washington",15461,45715,62278,93627,175026,254614
1400000US53067012330,53067012330,"Census Tract 123.30, Thurston County, Washington",16634,39021,62064,83518,126581,164515
1400000US53067012411,53067012411,"Census Tract 124.11, Thurston County, Washington",16801,41937,68554,91117,141260,180648
1400000US53067012412,53067012412,"Census Tract 124.12, Thurston County, Washington",19036,43404,61697,89118,152489,206987
1400000US53067012420,53067012420,"Census Tract 124.20, Thurston County, Washington",27124,60452,86502,132830,273274,526049
1400000US53067012510,53067012510,"Census Tract 125.10, Thurston County, Washington",19850,48079,69976,89549,150953,206428
1400000US53067012520,53067012520,"Census Tract 125.20, Thurston County, Washington",14770,39597,68670,97276,178053,276504
1400000US53067012530,53067012530,"Census Tract 125.30, Thurston County, Washington",20213,50782,76717,106504,199194,280350
1400000US53067012610,53067012610,"Census Tract 126.10, Thurston County, Washington",20889,53600,83825,124931,203999,282510
1400000US53067012620,53067012620,"Census Tract 126.20, Thurston County, Washington",13511,35580,60551,86509,150524,234787
1400000US53067012710,53067012710,"Census Tract 127.10, Thurston County, Washington",13807,41586,65918,94571,164095,215429
1400000US53067012720,53067012720,"Census Tract 127.20, Thurston County, Washington",18227,44577,66710,91275,161745,272056
1400000US53067012730,53067012730,"Census Tract 127.30, Thurston County, Washington",22740,48854,80550,111876,174559,237069
1400000US53067990100,53067990100,"Census Tract 9901, Thurston County, Washington",-,-,-,-,-,-
1400000US53069950100,53069950100,"Census Tract 9501, Wahkiakum County, Washington",14172,32578,54169,86545,170721,294350
1400000US53071920000,53071920000,"Census Tract 9200, Walla Walla County, Washington",23494,42715,63770,92808,170017,242805
1400000US53071920100,53071920100,"Census Tract 9201, Walla Walla County, Washington",19469,52269,81545,115695,305623,661448
1400000US53071920200,53071920200,"Census Tract 9202, Walla Walla County, Washington",24468,43009,62919,97014,191437,307896
1400000US53071920300,53071920300,"Census Tract 9203, Walla Walla County, Washington",12504,29878,48277,82615,142358,202889
1400000US53071920400,53071920400,"Census Tract 9204, Walla Walla County, Washington",null,null,null,null,null,null
1400000US53071920500,53071920500,"Census Tract 9205, Walla Walla County, Washington",7939,25864,43980,64375,105020,148523
1400000US53071920600,53071920600,"Census Tract 9206, Walla Walla County, Washington",9972,24110,44065,67739,121735,175539
1400000US53071920701,53071920701,"Census Tract 9207.01, Walla Walla County, Washington",9112,27790,45793,66516,160407,306815
1400000US53071920702,53071920702,"Census Tract 9207.02, Walla Walla County, Washington",15621,35778,58477,88798,196275,330529
1400000US53071920801,53071920801,"Census Tract 9208.01, Walla Walla County, Washington",7869,26036,46716,69847,138447,197755
1400000US53071920802,53071920802,"Census Tract 9208.02, Walla Walla County, Washington",10339,26511,45647,81984,161108,241845
1400000US53071920900,53071920900,"Census Tract 9209, Walla Walla County, Washington",22024,59017,90740,125457,239251,416354
1400000US53073000100,53073000100,"Census Tract 1, Whatcom County, Washington",13350,37654,60791,91588,160577,259737
1400000US53073000200,53073000200,"Census Tract 2, Whatcom County, Washington",10550,28073,50116,74698,156434,275425
1400000US53073000300,53073000300,"Census Tract 3, Whatcom County, Washington",10224,32705,53635,79658,151372,263254
1400000US53073000400,53073000400,"Census Tract 4, Whatcom County, Washington",20841,44916,70782,103549,238792,485857
1400000US53073000501,53073000501,"Census Tract 5.01, Whatcom County, Washington",15367,29739,50371,77694,139539,217641
1400000US53073000502,53073000502,"Census Tract 5.02, Whatcom County, Washington",9480,29076,51125,77027,142429,214244
1400000US53073000600,53073000600,"Census Tract 6, Whatcom County, Washington",7128,15059,27054,49539,94953,125532
1400000US53073000700,53073000700,"Census Tract 7, Whatcom County, Washington",11965,31918,51487,70522,181758,388286
1400000US53073000803,53073000803,"Census Tract 8.03, Whatcom County, Washington",18740,39895,61412,101795,200887,311832
1400000US53073000804,53073000804,"Census Tract 8.04, Whatcom County, Washington",35746,72172,103963,147506,313824,593069
1400000US53073000805,53073000805,"Census Tract 8.05, Whatcom County, Washington",25473,50398,73432,114389,256204,474777
1400000US53073000806,53073000806,"Census Tract 8.06, Whatcom County, Washington",27339,62403,87034,115058,182821,258343
1400000US53073000901,53073000901,"Census Tract 9.01, Whatcom County, Washington",10773,31527,53162,95252,185053,252977
1400000US53073000902,53073000902,"Census Tract 9.02, Whatcom County, Washington",22548,50865,84544,120197,186048,242861
1400000US53073001000,53073001000,"Census Tract 10, Whatcom County, Washington",4891,17196,33208,57620,114548,178618
1400000US53073001100,53073001100,"Census Tract 11, Whatcom County, Washington",14974,46478,78331,128161,256134,364178
1400000US53073001201,53073001201,"Census Tract 12.01, Whatcom County, Washington",4369,13061,27028,47810,114645,197189
1400000US53073001202,53073001202,"Census Tract 12.02, Whatcom County, Washington",18579,40482,64043,113089,316286,677995
1400000US53073010100,53073010100,"Census Tract 101, Whatcom County, Washington",12120,28757,49874,73899,143558,213780
1400000US53073010200,53073010200,"Census Tract 102, Whatcom County, Washington",16264,39256,58887,86607,165243,275990
1400000US53073010301,53073010301,"Census Tract 103.01, Whatcom County, Washington",24733,48521,77704,105079,149888,184196
1400000US53073010302,53073010302,"Census Tract 103.02, Whatcom County, Washington",11909,34928,63549,90854,169760,251430
1400000US53073010303,53073010303,"Census Tract 103.03, Whatcom County, Washington",22913,46877,68563,102196,185208,295975
1400000US53073010401,53073010401,"Census Tract 104.01, Whatcom County, Washington",22224,55599,75195,102702,178286,291963
1400000US53073010403,53073010403,"Census Tract 104.03, Whatcom County, Washington",14006,43294,75589,110553,239893,358367
1400000US53073010404,53073010404,"Census Tract 104.04, Whatcom County, Washington",13925,38912,60306,83454,192388,376037
1400000US53073010501,53073010501,"Census Tract 105.01, Whatcom County, Washington",25968,44608,69527,110702,212659,335071
1400000US53073010502,53073010502,"Census Tract 105.02, Whatcom County, Washington",10425,44433,75421,98420,157003,215585
1400000US53073010600,53073010600,"Census Tract 106, Whatcom County, Washington",22462,53268,84991,124327,202618,297339
1400000US53073010701,53073010701,"Census Tract 107.01, Whatcom County, Washington",26337,52212,87573,118008,190893,275597
1400000US53073010702,53073010702,"Census Tract 107.02, Whatcom County, Washington",22405,48673,70656,98998,158793,214888
1400000US53073010900,53073010900,"Census Tract 109, Whatcom County, Washington",11926,35114,67232,124140,215611,285915
1400000US53073011000,53073011000,"Census Tract 110, Whatcom County, Washington",8347,28276,43175,88141,231582,463389
1400000US53073940000,53073940000,"Census Tract 9400, Whatcom County, Washington",12963,30848,54786,83135,188080,317363
1400000US53075000100,53075000100,"Census Tract 1, Whitman County, Washington",3218,7817,14764,27331,61071,103021
1400000US53075000200,53075000200,"Census Tract 2, Whitman County, Washington",8470,28723,51305,85709,170702,240529
1400000US53075000300,53075000300,"Census Tract 3, Whitman County, Washington",19668,49400,79091,112879,223076,352134
1400000US53075000400,53075000400,"Census Tract 4, Whitman County, Washington",9424,24398,55996,94524,217820,364701
1400000US53075000500,53075000500,"Census Tract 5, Whitman County, Washington",null,null,null,null,null,null
1400000US53075000600,53075000600,"Census Tract 6, Whitman County, Washington",927,10592,19283,32160,75508,138079
1400000US53075000700,53075000700,"Census Tract 7, Whitman County, Washington",16736,38381,63462,94093,162751,247131
1400000US53075000800,53075000800,"Census Tract 8, Whitman County, Washington",11504,31940,51976,79850,160138,275474
1400000US53075000900,53075000900,"Census Tract 9, Whitman County, Washington",13496,34650,54585,78138,131086,187535
1400000US53075001000,53075001000,"Census Tract 10, Whitman County, Washington",15981,38126,60012,85882,176474,293449
1400000US53077000100,53077000100,"Census Tract 1, Yakima County, Washington",5185,13864,24311,38661,79930,148533
1400000US53077000200,53077000200,"Census Tract 2, Yakima County, Washington",9228,20407,32219,44509,85757,143860
1400000US53077000300,53077000300,"Census Tract 3, Yakima County, Washington",10485,23968,41670,49436,84163,125703
1400000US53077000400,53077000400,"Census Tract 4, Yakima County, Washington",23873,49109,78736,113292,224748,350174
1400000US53077000500,53077000500,"Census Tract 5, Yakima County, Washington",10953,26637,48141,78431,165083,237771
1400000US53077000600,53077000600,"Census Tract 6, Yakima County, Washington",10486,22082,32105,44870,82564,118559
1400000US53077000700,53077000700,"Census Tract 7, Yakima County, Washington",10208,18966,34466,57505,122038,237440
1400000US53077000800,53077000800,"Census Tract 8, Yakima County, Washington",18850,43952,71423,106415,230276,398115
1400000US53077000901,53077000901,"Census Tract 9.01, Yakima County, Washington",18227,39553,65868,96515,171561,254643
1400000US53077000902,53077000902,"Census Tract 9.02, Yakima County, Washington",18343,34922,47955,64855,140302,226291
1400000US53077001000,53077001000,"Census Tract 10, Yakima County, Washington",19530,34450,51835,83457,190738,390337
1400000US53077001100,53077001100,"Census Tract 11, Yakima County, Washington",17251,43580,66111,86879,160417,228139
1400000US53077001201,53077001201,"Census Tract 12.01, Yakima County, Washington",10764,28009,42247,57148,101200,155827
1400000US53077001202,53077001202,"Census Tract 12.02, Yakima County, Washington",15206,26319,38337,56828,89706,118146
1400000US53077001300,53077001300,"Census Tract 13, Yakima County, Washington",11322,25645,42669,59937,100200,149238
1400000US53077001400,53077001400,"Census Tract 14, Yakima County, Washington",13355,28713,41861,64215,115578,143341
1400000US53077001501,53077001501,"Census Tract 15.01, Yakima County, Washington",8005,20644,31453,43061,75239,100005
1400000US53077001502,53077001502,"Census Tract 15.02, Yakima County, Washington",12173,23876,40697,55738,100504,142444
1400000US53077001601,53077001601,"Census Tract 16.01, Yakima County, Washington",12791,38632,59772,88713,159803,267620
1400000US53077001602,53077001602,"Census Tract 16.02, Yakima County, Washington",13134,39232,61550,90061,230438,447261
1400000US53077001701,53077001701,"Census Tract 17.01, Yakima County, Washington",24645,38296,56933,77718,150215,230071
1400000US53077001702,53077001702,"Census Tract 17.02, Yakima County, Washington",20887,45054,62598,94020,163297,273490
1400000US53077001800,53077001800,"Census Tract 18, Yakima County, Washington",15220,37903,53890,75489,179423,257799
1400000US53077001901,53077001901,"Census Tract 19.01, Yakima County, Washington",14260,35763,53725,71756,114875,144972
1400000US53077001902,53077001902,"Census Tract 19.02, Yakima County, Washington",16912,37505,48986,69094,115043,172828
1400000US53077002001,53077002001,"Census Tract 20.01, Yakima County, Washington",12641,27541,46395,65190,107382,142476
1400000US53077002002,53077002002,"Census Tract 20.02, Yakima County, Washington",13780,30933,42178,69450,156125,329735
1400000US53077002101,53077002101,"Census Tract 21.01, Yakima County, Washington",19889,41501,68462,106342,179198,251192
1400000US53077002102,53077002102,"Census Tract 21.02, Yakima County, Washington",13719,34791,54942,81235,248699,618314
1400000US53077002200,53077002200,"Census Tract 22, Yakima County, Washington",17705,39668,63329,89817,152362,242284
1400000US53077002701,53077002701,"Census Tract 27.01, Yakima County, Washington",16808,35838,53421,73454,130265,183601
1400000US53077002801,53077002801,"Census Tract 28.01, Yakima County, Washington",22276,50966,74575,109070,199590,351161
1400000US53077002802,53077002802,"Census Tract 28.02, Yakima County, Washington",15814,45856,74914,107822,287206,615659
1400000US53077002900,53077002900,"Census Tract 29, Yakima County, Washington",20229,39966,56536,85203,187212,345466
1400000US53077003001,53077003001,"Census Tract 30.01, Yakima County, Washington",13387,37737,63493,90238,149875,231893
1400000US53077003002,53077003002,"Census Tract 30.02, Yakima County, Washington",22093,49581,65630,85733,136536,202854
1400000US53077003100,53077003100,"Census Tract 31, Yakima County, Washington",19455,44697,63316,94133,200630,361435
1400000US53077003200,53077003200,"Census Tract 32, Yakima County, Washington",21362,41474,62974,91578,240419,555178
1400000US53077003400,53077003400,"Census Tract 34, Yakima County, Washington",18933,45422,70432,98748,182350,273682
1400000US53077940001,53077940001,"Census Tract 9400.01, Yakima County, Washington",11651,35066,55539,84834,190170,375482
1400000US53077940002,53077940002,"Census Tract 9400.02, Yakima County, Washington",7843,26692,50437,71688,121813,171149
1400000US53077940003,53077940003,"Census Tract 9400.03, Yakima County, Washington",11839,35345,50150,75985,186096,359478
1400000US53077940004,53077940004,"Census Tract 9400.04, Yakima County, Washington",9270,26151,42274,62409,142261,260896
1400000US53077940005,53077940005,"Census Tract 9400.05, Yakima County, Washington",13664,29693,45722,66296,116170,159564
1400000US53077940006,53077940006,"Census Tract 9400.06, Yakima County, Washington",14166,34565,49617,67618,116662,160466
